Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,4th Renewal Cancellation by Product,H,,,,,,,,,,,,,,,,,,,,,
,,4th Renewal Cancellation by Product,H,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,Measure,Product,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,4th Renewal,D,,266,242,182,278,650,324,156,619,560,462,413,375,377.25,,4614,,462,375,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,266,242,182,278,650,324,156,619,560,462,413,375,377.25,,4614,,462,375,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off,D,,316,187,201,292,610,397,236,640,543,578,406,506,409.3333333333333,,4757,,351,506,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,316,187,201,292,610,397,236,640,543,578,406,506,409.3333333333333,,4757,,351,506,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off ,D,,1.1879699248120301,0.7727272727272727,1.1043956043956045,1.0503597122302157,0.9384615384615385,1.2253086419753085,1.5128205128205128,1.0339256865912763,0.9696428571428571,1.251082251082251,0.9830508474576272,1.3493333333333333,1.114923181919152,,1.03099263112267,,0.7597402597402597,1.3493333333333333,,
,,Rate,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Rate,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Rate,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Rate,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,1.1879699248120301,0.7727272727272727,1.1043956043956045,1.0503597122302157,0.9384615384615385,1.2253086419753085,1.5128205128205128,1.0339256865912763,0.9696428571428571,1.251082251082251,0.9830508474576272,1.3493333333333333,1.114923181919152,,1.03099263112267,,0.7597402597402597,1.3493333333333333,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,5th Renewal Cancellation by Product,H,,,,,,,,,,,,,,,,,,,,,
,,5th Renewal Cancellation by Product,H,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,Measure,Product,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,5th Renewal,D,,80,434,262,452,528,421,352,276,413,244,476,334,356,,4379,,441,334,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
