Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,Net New Policies by Top 20 Models (Current Month),UNKNOWN/OTHER,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Make & Model,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Make & Model,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,UNKNOWN,,547,509,548,437,475,565,505,560,720,893,794,876,,619.0833333333334,2599,2684,2347,6424,7075,,522,876,,,,
,,Policies,GALAXY A5,,1621,1393,1373,1302,1237,1229,1222,1148,1219,1065,1103,989,,1241.75,2822,3340,3744,19143,15428,,1516,989,,,,
,,Policies,GALAXY S2,,3875,3653,3636,3488,3519,3117,3113,2957,3111,2947,2833,2543,,3232.6666666666665,4573,6789,7028,45525,40010,,3761,2543,,,,
,,Policies,IPHONE 17 PRO MAX,,0,0,0,0,0,0,0,57,96,144,133,173,,50.25,0,0,0,0,430,,0,173,,,,
,,Policies,RENO,,1100,1119,1101,1049,1015,920,890,950,1025,970,827,713,,973.25,2292,2818,3045,13225,12087,,1121,713,,,,
,,Policies,GALAXY TAB,,795,901,791,749,754,682,696,695,725,723,638,576,,727.0833333333334,63,965,1211,9512,9037,,888,576,,,,
,,Policies,IPHONE 17 PRO,,0,0,0,0,0,0,0,19,91,57,92,80,,28.25,0,0,0,0,259,,0,80,,,,
,,Policies,IPHONE 17,,0,0,0,0,0,0,0,20,88,71,85,80,,28.666666666666668,0,0,0,0,264,,0,80,,,,
,,Policies,MOTO G,,499,433,493,421,430,417,408,411,450,431,384,408,,432.0833333333333,236,143,300,4580,5267,,490,408,,,,
,,Policies,IPAD WIFI,,202,196,209,196,199,170,170,185,196,176,156,175,,185.83333333333334,0,0,202,2043,2230,,175,175,,,,
,,Policies,REDMI NOTE 14 PRO PLUS,,89,112,89,120,113,110,107,121,173,222,219,223,,141.5,0,0,0,0,1526,,51,223,,,,
,,Policies,IPHONE 15,,882,857,904,937,944,850,802,798,859,868,720,670,,840.9166666666666,0,0,724,8070,10372,,951,670,,,,
,,Policies,IPHONE 16,,176,210,212,252,223,268,271,261,353,286,269,250,,252.58333333333334,0,0,0,546,2970,,189,250,,,,
,,Policies,GALAXY A17,,0,0,0,0,0,0,0,68,125,96,148,144,,48.416666666666664,0,0,0,0,437,,0,144,,,,
,,Policies,IPHONE 16 E,,9,26,20,14,8,18,30,27,73,82,110,96,,42.75,0,0,0,0,417,,0,96,,,,
,,Policies,15T,,0,0,0,0,0,0,0,18,64,40,54,42,,18.166666666666668,0,0,0,0,176,,0,42,,,,
,,Policies,REDMI NOTE 14 PRO,,40,38,44,52,76,70,90,64,117,160,154,124,,85.75,0,0,0,0,945,,40,124,,,,
,,Policies,A5,,675,693,559,661,642,591,544,522,512,589,451,461,,575,1141,1356,1525,9003,7143,,704,461,,,,
,,Policies,GALAXY Z FLIP,,1008,1089,1022,868,1031,969,881,1001,1054,963,827,764,,956.4166666666666,1063,1850,2553,12922,11785,,1072,764,,,,
,,Policies,SOSPIRO AS10WF,,25,45,28,27,17,25,22,40,50,39,87,59,,38.666666666666664,0,0,0,90,435,,30,59,,,,
,,Total Top 20,,,11543,11274,11029,10573,10683,10001,9751,9922,11101,10822,10084,9446,,10519.083333333334,14789,19945,22679,131083,128293,,11510,9446,,,,
,,% of Overall,SOSPIRO AS10WF,,0.20987272727272727,0.206275729576434,0.21157941182112916,0.21092846028009415,0.21950317450533194,0.2172052819042655,0.22153307888040713,0.22994206257242178,0.2620508946697512,0.26115495065035355,0.261473837058549,0.27303734535784485,,0.2320464128791091,0.09862555101333102,0.11973585472009605,0.13894998682735255,0.17915051688415345,0.22368856946580326,,0.2005925409550366,0.27303734535784485,,,,
