Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,Measure,Product,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,D,,75086,75075,74562,75701,74074,74348,75284,77293,75829,76433,73168,75888,75228.41666666667,,900424,,73571,75888,,
,,Volume,E,,7825,9039,10548,10903,10729,12556,13131,13425,13551,14005,15223,14577,12126,,138581,,7646,14577,,
,,Volume,F,,1282,1637,1583,1827,2165,2219,2447,2395,2566,2558,2742,2920,2195.0833333333335,,24546,,1125,2920,,
,,Volume,G,,1685,1542,1840,2266,2536,2327,2638,3488,3203,3434,3223,2988,2597.5,,29687,,1505,2988,,
,,Volume,H,,0,0,0,0,288,926,1421,1702,1981,2918,2761,3601,1299.8333333333333,,11997,,0,3601,,
,,Total,,,85878,87293,88533,90697,89792,92376,94921,98303,97130,99348,97117,99974,93446.83333333333,,1105235,,83847,99974,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off,D,,-1202,57,-1006,1657,-138,-1309,-1282,1295,-293,241,-3356,671,-388.75,,-7528,,-2192,671,,
,,Volume,E,,-262,22,724,525,-1025,586,898,128,268,137,611,91,225.25,,2996,,384,91,,
,,Volume,F,,45,60,8,-52,346,-27,-81,400,-339,-28,-506,-115,-24.083333333333332,,-42,,132,-115,,
,,Volume,G,,-309,-464,-413,22,62,-473,-535,246,287,562,-255,-324,-132.83333333333334,,-1590,,-320,-324,,
,,Volume,H,,0,0,0,0,-89,-310,118,-196,-241,-8,-571,-98,-116.25,,-1297,,0,-98,,
,,Total,,,-1728,-325,-687,2152,-844,-1533,-882,1873,-318,904,-4077,225,-436.6666666666667,,-7461,,-1996,225,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off ,D,,-0.01600831047066031,0.0007592407592407592,-0.013492127357098791,0.02188874651589807,-0.001863001863001863,-0.01760639156399634,-0.017028850751819775,0.01675442795595979,-0.0038639570612826225,0.0031530883257231824,-0.04586704570303958,0.008841977651275564,-0.005361016963566827,,-0.008360505717306514,,-0.029794348316592136,0.008841977651275564,,
,,Rate,E,,-0.03348242811501598,0.002433897555039274,0.06863860447478196,0.04815188480234798,-0.09553546462857676,0.04667091430391845,0.06838778463178738,0.009534450651769088,0.019777138218581656,0.009782220635487325,0.04013663535439795,0.0062427111202579405,0.015894862417064688,,0.021619125276913863,,0.05022233847763537,0.0062427111202579405,,
,,Rate,F,,0.035101404056162244,0.03665241295051924,0.00505369551484523,-0.028461959496442254,0.15981524249422632,-0.01216764308246958,-0.03310175725378014,0.16701461377870563,-0.13211223694466095,-0.0109460516028147,-0.18453683442742524,-0.039383561643835614,-0.0030893896380808183,,-0.0017110730872647274,,0.11733333333333333,-0.039383561643835614,,
,,Rate,G,,-0.18338278931750743,-0.3009079118028534,-0.22445652173913044,0.009708737864077669,0.02444794952681388,-0.20326600773528147,-0.20280515542077332,0.07052752293577981,0.08960349672182329,0.16365754222481071,-0.079118833385045,-0.10843373493975904,-0.0787021420889204,,-0.05355879677973524,,-0.21262458471760798,-0.10843373493975904,,
