Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,Severity,2017,1227982.6435792,995363.851879781,1110341.86480013,971248.113235453,1026517.77106591,920808.098400049,1090472.67036278,1074539.02034032,1015618.47037155,925704.663731992,895081.138185094,822008.814953029,12075687.120905288,,9432892.504035173,,,,
,,Severity,2018,758253.415319523,752329.329721963,748608.205478263,755706.301649107,801092.226269734,767666.934988225,918640.787584642,853063.79294605,832436.458670665,791447.864226533,759044.43414171,713150.776492851,9451440.527489267,,7187797.452628171,,,,
,,Severity,2019,761978.258365218,629186.848366086,717404.36683545,626974.400579978,665619.615172177,685033.549644973,756426.869837503,702533.129949516,723052.712888244,672026.654178435,648849.684365867,617098.138442754,8206184.228626199,,6268209.751639145,,,,
,,Severity,2020,117925.70999999999,170567.85,168636.11000000002,129285.98000000001,145146.63,149826.45999999996,114118.04000000002,127562.11000000002,159788.66999999998,110450.67,130039.32999999999,146877.83,1670225.3900000001,,117925.70999999999,,,,
,,Severity,2021,128796.51999999999,125961.79,112115.35,92242.81000000001,99281.63999999998,127705.47,110005.72,93429.80999999998,109266.34000000001,133539.19,106828.82,171693.25,1410866.71,,128796.51999999999,,,,
,,Severity,2022,111552.77999999998,136210.48000000004,117735.08,98459.77,81779.23,107946.87,119090.95999999999,110252.14000000001,185876.81999999998,69407.73000000001,161850.21,82061.02,1382223.09,,111552.77999999998,,,,
,,Severity,2023,183865.41999999998,140095.13999999998,131330.97,105711.47,107888.05,136289.98,75168.87000000001,119493.59000000001,92412.23000000001,136445.83,75581.74,117495.49999999999,1421778.79,,183865.41999999998,,,,
,,Severity,2024,91367.19999999998,117145.39,106873.16,101186.85,100397.88,89760.99,113593.53999999998,134293.47,84495.11000000002,139572.82,101636.4,161154.54000000004,1341477.3499999999,,91367.19999999998,,,,
,,Severity,2025,114096.95,125462.10999999999,116532.30999999998,96463.66,88806.79999999999,76038.48999999999,77378.94,31757.13,46082.28,56708.02,22006.77,9428.61,860762.0700000001,,114096.95,,,,
,,Severity,2026,13949.25,0,0,0,0,0,0,0,0,0,0,0,13949.25,,13949.25,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Reporting,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,YTD,,,,
,,Measure,Year,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Salvage,2017,0,0,0,0,0,0,0,0,-327.4690056450788,-10336.228490134268,0,0,-10663.697495779346,,0,,,,
,,Salvage,2018,0,-1266.5511851878712,0,0,0,0,-5260.921678802429,-5335.8744966480235,0,0,0,-17036.570217468907,-28899.91757810723,,0,,,,
,,Salvage,2019,0,-1125.557397889652,0,0,-13696.27781830261,0,0,0,0,0,-3781.8572849226666,0,-18603.69250111493,,0,,,,
,,Salvage,2020,0,-16218.850324367775,0,-5578.66015420789,0,0,0,0,0,0,0,0,-21797.510478575663,,0,,,,
,,Salvage,2021,-7055.507213647662,0,0,0,0,0,0,0,0,0,-14353.620691586426,0,-21409.127905234087,,-7055.507213647662,,,,
,,Salvage,2022,0,0,0,0,0,-12160.997656489799,0,0,-9804.659126946925,0,0,-4657.907070489128,-26623.56385392585,,0,,,,
,,Salvage,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,
,,Salvage,2024,0,-11786.918846589178,0,-9579.315759302272,0,-2292.932179165882,-15044.042624715246,-15790.28196215987,0,-17773.15669047026,-5798.840142219425,-17891.221489671087,-95956.70969429321,,0,,,,
